date_heure,libelle,montant_eur,type,categorie
2025-09-01 11:53:00,CB - Alice Dupont,150.0,Recette,Paiement client
2025-09-01 13:30:00,CB - Margaux Legrand,50.0,Recette,Paiement client
2025-09-01 14:08:00,CB - Agathe Michel,75.0,Recette,Paiement client
2025-09-01 15:21:00,CB - Alice Lefèvre,150.0,Recette,Paiement client
2025-09-02 09:20:00,CB - Lucie Renaud,65.0,Recette,Paiement client
2025-09-02 10:09:00,CB - Agathe Lefèvre,100.0,Recette,Paiement client
2025-09-02 11:09:00,CB - Julie Vincent,120.0,Recette,Paiement client
2025-09-02 11:46:00,CB - Manon Bonnet,65.0,Recette,Paiement client
2025-09-03 10:41:00,CB - Agathe Thomas,120.0,Recette,Paiement client
2025-09-03 11:06:00,CB - Margaux Robert,25.0,Recette,Paiement client
2025-09-03 14:15:00,CB - Clara Simon,150.0,Recette,Paiement client
2025-09-04 09:15:00,CB - Elise Thomas,50.0,Recette,Paiement client
2025-09-04 10:01:00,CB - Sarah Garcia,75.0,Recette,Paiement client
2025-09-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2025-09-05 09:10:00,CB - Emma Roux,35.0,Recette,Paiement client
2025-09-05 09:47:00,CB - Anaïs Legrand,75.0,Recette,Paiement client
2025-09-05 11:04:00,CB - Nina Lambert,150.0,Recette,Paiement client
2025-09-06 10:35:00,CB - Jade Bertrand,100.0,Recette,Paiement client
2025-09-06 11:34:00,CB - Emma Martin,120.0,Recette,Paiement client
2025-09-06 11:59:00,CB - Lina Dubois,50.0,Recette,Paiement client
2025-09-08 09:00:00,Achats consommables,-56.67,Charge,Consommables
2025-09-08 09:15:00,CB - Inès Michel,50.0,Recette,Paiement client
2025-09-08 10:10:00,CB - Inès Robert,110.0,Recette,Paiement client
2025-09-08 11:22:00,CB - Hana Durand,150.0,Recette,Paiement client
2025-09-08 11:42:00,CB - Maëlys Michel,35.0,Recette,Paiement client
2025-09-08 13:55:00,CB - Jade Mercier,110.0,Recette,Paiement client
2025-09-08 14:20:00,CB - Julie Bernard,25.0,Recette,Paiement client
2025-09-09 09:10:00,CB - Maëlys Bonnet,35.0,Recette,Paiement client
2025-09-09 10:50:00,CB - Marine Robert,220.0,Recette,Paiement client
2025-09-10 09:00:00,Électricité,-120.0,Charge,Énergie
2025-09-10 09:15:00,CB - Inès Robert,25.0,Recette,Paiement client
2025-09-10 10:10:00,CB - Manon Roux,120.0,Recette,Paiement client
2025-09-10 15:15:00,CB - Sarah Bernard,280.0,Recette,Paiement client
2025-09-11 09:25:00,CB - Camille Dupont,75.0,Recette,Paiement client
2025-09-11 10:10:00,CB - Emma Simon,90.0,Recette,Paiement client
2025-09-11 11:39:00,CB - Marine Roux,180.0,Recette,Paiement client
2025-09-11 14:05:00,CB - Maya Richard,130.0,Recette,Paiement client
2025-09-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2025-09-12 09:15:00,CB - Alice Mercier,25.0,Recette,Paiement client
2025-09-12 09:50:00,CB - Marine Roux,25.0,Recette,Paiement client
2025-09-12 10:47:00,CB - Emma Roux,110.0,Recette,Paiement client
2025-09-13 10:20:00,CB - Anaïs Robert,65.0,Recette,Paiement client
2025-09-13 11:01:00,CB - Elise André,90.0,Recette,Paiement client
2025-09-13 12:26:00,CB - Amina Francois,180.0,Recette,Paiement client
2025-09-15 09:00:00,Entretien machine électrolyse,-250.0,Charge,Maintenance
2025-09-15 09:00:00,Achats consommables,-69.09,Charge,Consommables
2025-09-15 09:30:00,CB - Agathe Richard,90.0,Recette,Paiement client
2025-09-15 09:57:00,CB - Margaux Dupont,35.0,Recette,Paiement client
2025-09-15 10:35:00,CB - Anaïs David,75.0,Recette,Paiement client
2025-09-15 11:27:00,CB - Eva Thomas,100.0,Recette,Paiement client
2025-09-15 12:03:00,CB - Anaïs Thomas,75.0,Recette,Paiement client
2025-09-15 13:25:00,CB - Zoé Thomas,35.0,Recette,Paiement client
2025-09-15 14:43:00,CB - Pauline Francois,140.0,Recette,Paiement client
2025-09-16 09:30:00,CB - Camille Bonnet,90.0,Recette,Paiement client
2025-09-16 10:05:00,CB - Emma Bertrand,75.0,Recette,Paiement client
2025-09-16 11:54:00,CB - Louise Bertrand,75.0,Recette,Paiement client
2025-09-17 10:00:00,CB - Zoé Roux,150.0,Recette,Paiement client
2025-09-17 10:34:00,CB - Camille Mercier,25.0,Recette,Paiement client
2025-09-17 11:16:00,CB - Agathe Simon,65.0,Recette,Paiement client
2025-09-17 12:17:00,CB - Agathe Legrand,130.0,Recette,Paiement client
2025-09-17 14:05:00,CB - Camille Dupont,130.0,Recette,Paiement client
2025-09-17 14:57:00,CB - Eva Robert,110.0,Recette,Paiement client
2025-09-17 15:23:00,CB - Charlotte Girard,50.0,Recette,Paiement client
2025-09-18 09:50:00,CB - Anaïs Robert,130.0,Recette,Paiement client
2025-09-18 11:01:00,CB - Louise Vincent,140.0,Recette,Paiement client
2025-09-19 09:10:00,CB - Julie Vincent,35.0,Recette,Paiement client
2025-09-19 09:38:00,CB - Jade Durand,25.0,Recette,Paiement client
2025-09-19 10:04:00,CB - Pauline Bertrand,35.0,Recette,Paiement client
2025-09-19 10:36:00,CB - Manon Francois,25.0,Recette,Paiement client
2025-09-20 10:15:00,CB - Maëlys Richard,50.0,Recette,Paiement client
2025-09-20 10:59:00,CB - Pauline Bertrand,90.0,Recette,Paiement client
2025-09-20 11:19:00,CB - Amina Martin,25.0,Recette,Paiement client
2025-09-22 09:00:00,Achats consommables,-86.79,Charge,Consommables
2025-09-22 09:45:00,CB - Maëlys Morel,120.0,Recette,Paiement client
2025-09-22 10:16:00,CB - Jade Lambert,25.0,Recette,Paiement client
2025-09-22 11:19:00,CB - Louise Durand,130.0,Recette,Paiement client
2025-09-22 12:00:00,CB - Camille Robert,90.0,Recette,Paiement client
2025-09-22 13:30:00,CB - Noémie Lambert,50.0,Recette,Paiement client
2025-09-22 14:30:00,CB - Julie Robert,130.0,Recette,Paiement client
2025-09-22 15:08:00,CB - Agathe Girard,65.0,Recette,Paiement client
2025-09-23 09:35:00,CB - Pauline Lambert,100.0,Recette,Paiement client
2025-09-23 10:14:00,CB - Noémie Michel,75.0,Recette,Paiement client
2025-09-23 10:59:00,CB - Jade Morel,75.0,Recette,Paiement client
2025-09-23 11:53:00,CB - Maya Roux,100.0,Recette,Paiement client
2025-09-23 12:13:00,CB - Lina Bonnet,35.0,Recette,Paiement client
2025-09-23 13:30:00,CB - Charlotte Robert,50.0,Recette,Paiement client
2025-09-23 14:02:00,CB - Agathe Petit,25.0,Recette,Paiement client
2025-09-24 09:42:00,CB - Amina Renaud,65.0,Recette,Paiement client
2025-09-24 10:27:00,CB - Sarah Martin,100.0,Recette,Paiement client
2025-09-25 09:35:00,CB - Elise Bonnet,100.0,Recette,Paiement client
2025-09-25 10:39:00,CB - Anaïs Dupont,130.0,Recette,Paiement client
2025-09-25 11:31:00,CB - Nina Dupont,110.0,Recette,Paiement client
2025-09-26 09:15:00,CB - Louise Bernard,25.0,Recette,Paiement client
2025-09-26 10:25:00,CB - Clara Simon,150.0,Recette,Paiement client
2025-09-27 11:17:00,CB - Chloé Dupont,90.0,Recette,Paiement client
2025-09-27 12:11:00,CB - Eva Simon,110.0,Recette,Paiement client
2025-09-27 12:41:00,CB - Maëlys Mercier,65.0,Recette,Paiement client
2025-09-27 13:12:00,CB - Julie Bernard,25.0,Recette,Paiement client
2025-09-29 09:00:00,Achats consommables,-62.31,Charge,Consommables
2025-09-29 09:25:00,CB - Clara Francois,75.0,Recette,Paiement client
2025-09-29 10:58:00,CB - Emma Bertrand,110.0,Recette,Paiement client
2025-09-29 14:45:00,CB - Anaïs Francois,220.0,Recette,Paiement client
2025-09-29 15:16:00,CB - Julie Bertrand,25.0,Recette,Paiement client
2025-09-29 16:17:00,CB - Agathe Martin,110.0,Recette,Paiement client
2025-09-29 17:02:00,CB - Océane Legrand,100.0,Recette,Paiement client
2025-09-30 09:20:00,CB - Manon Legrand,65.0,Recette,Paiement client
2025-09-30 09:51:00,CB - Louise Roux,35.0,Recette,Paiement client
2025-09-30 15:02:00,CB - Nina Lambert,140.0,Recette,Paiement client
2025-10-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2025-10-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2025-10-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2025-10-01 09:15:00,CB - Marine Vincent,25.0,Recette,Paiement client
2025-10-01 10:27:00,CB - Emma Martin,140.0,Recette,Paiement client
2025-10-02 09:50:00,CB - Alice Lefèvre,130.0,Recette,Paiement client
2025-10-02 11:17:00,CB - Marine Robert,180.0,Recette,Paiement client
2025-10-02 13:55:00,CB - Clara Lambert,110.0,Recette,Paiement client
2025-10-02 15:18:00,CB - Amina Girard,90.0,Recette,Paiement client
2025-10-03 10:00:00,CB - Alice André,150.0,Recette,Paiement client
2025-10-03 10:39:00,CB - Jade Mercier,75.0,Recette,Paiement client
2025-10-03 11:12:00,CB - Pauline Roux,25.0,Recette,Paiement client
2025-10-03 11:37:00,CB - Lina Petit,25.0,Recette,Paiement client
2025-10-04 11:00:00,CB - Marine Roux,150.0,Recette,Paiement client
2025-10-04 11:51:00,CB - Agathe Lefèvre,100.0,Recette,Paiement client
2025-10-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2025-10-06 09:00:00,Achats consommables,-37.66,Charge,Consommables
2025-10-06 09:10:00,CB - Lina Roux,35.0,Recette,Paiement client
2025-10-06 10:00:00,CB - Agathe Thomas,90.0,Recette,Paiement client
2025-10-06 11:48:00,CB - Sarah Bernard,220.0,Recette,Paiement client
2025-10-06 14:05:00,CB - Hana Durand,130.0,Recette,Paiement client
2025-10-06 15:33:00,CB - Amina Francois,180.0,Recette,Paiement client
2025-10-07 09:10:00,CB - Hana Thomas,35.0,Recette,Paiement client
2025-10-07 09:50:00,CB - Lina Roux,65.0,Recette,Paiement client
2025-10-07 10:32:00,CB - Jade Petit,75.0,Recette,Paiement client
2025-10-08 10:15:00,CB - Margaux Robert,180.0,Recette,Paiement client
2025-10-08 11:16:00,CB - Manon Roux,120.0,Recette,Paiement client
2025-10-08 13:40:00,CB - Zoé Girard,75.0,Recette,Paiement client
2025-10-08 14:15:00,CB - Agathe Michel,75.0,Recette,Paiement client
2025-10-09 11:18:00,CB - Inès Robert,120.0,Recette,Paiement client
2025-10-10 09:00:00,Électricité,-120.0,Charge,Énergie
2025-10-10 09:30:00,CB - Louise Durand,90.0,Recette,Paiement client
2025-10-11 10:25:00,CB - Lucie Renaud,75.0,Recette,Paiement client
2025-10-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2025-10-13 09:00:00,Achats consommables,-55.31,Charge,Consommables
2025-10-13 09:55:00,CB - Zoé Roux,140.0,Recette,Paiement client
2025-10-13 11:01:00,CB - Louise Vincent,130.0,Recette,Paiement client
2025-10-13 14:45:00,CB - Julie Bernard,220.0,Recette,Paiement client
2025-10-13 15:48:00,CB - Maya Richard,130.0,Recette,Paiement client
2025-10-13 16:26:00,CB - Clara Dupont,65.0,Recette,Paiement client
2025-10-13 16:51:00,CB - Louise David,25.0,Recette,Paiement client
2025-10-14 09:35:00,CB - Emma Simon,100.0,Recette,Paiement client
2025-10-14 10:07:00,CB - Amina Thomas,25.0,Recette,Paiement client
2025-10-15 09:50:00,CB - Agathe Legrand,130.0,Recette,Paiement client
2025-10-15 10:38:00,CB - Agathe Richard,90.0,Recette,Paiement client
2025-10-15 15:15:00,CB - Inès Robert,280.0,Recette,Paiement client
2025-10-15 16:33:00,CB - Julie Robert,150.0,Recette,Paiement client
2025-10-15 17:25:00,CB - Camille Dupont,100.0,Recette,Paiement client
2025-10-15 18:19:00,CB - Elise André,110.0,Recette,Paiement client
2025-10-16 10:39:00,CB - Margaux Mercier,130.0,Recette,Paiement client
2025-10-17 09:50:00,CB - Marine Roux,130.0,Recette,Paiement client
2025-10-17 10:43:00,CB - Alice Mercier,110.0,Recette,Paiement client
2025-10-18 10:10:00,CB - Lina Dubois,35.0,Recette,Paiement client
2025-10-18 11:13:00,CB - Anaïs Robert,130.0,Recette,Paiement client
2025-10-18 11:48:00,CB - Camille Dupont,75.0,Recette,Paiement client
2025-10-18 12:43:00,CB - Eva Robert,110.0,Recette,Paiement client
2025-10-20 09:00:00,Achats consommables,-91.71,Charge,Consommables
2025-10-20 09:10:00,CB - Inès Michel,35.0,Recette,Paiement client
2025-10-20 09:53:00,CB - Eva Thomas,75.0,Recette,Paiement client
2025-10-20 10:25:00,CB - Anaïs Thomas,50.0,Recette,Paiement client
2025-10-20 11:24:00,CB - Louise Durand,120.0,Recette,Paiement client
2025-10-20 12:18:00,CB - Pauline Francois,110.0,Recette,Paiement client
2025-10-21 09:55:00,CB - Clara Simon,140.0,Recette,Paiement client
2025-10-21 10:33:00,CB - Chloé Bernard,65.0,Recette,Paiement client
2025-10-21 11:05:00,CB - Pauline Roux,25.0,Recette,Paiement client
2025-10-21 11:46:00,CB - Emma Roux,75.0,Recette,Paiement client
2025-10-21 12:15:00,CB - Margaux Bertrand,25.0,Recette,Paiement client
2025-10-21 14:10:00,CB - Anaïs David,75.0,Recette,Paiement client
2025-10-21 15:00:00,CB - Louise Bertrand,90.0,Recette,Paiement client
2025-10-21 15:46:00,CB - Emma Bertrand,100.0,Recette,Paiement client
2025-10-22 09:30:00,CB - Pauline Bertrand,90.0,Recette,Paiement client
2025-10-22 10:00:00,CB - Maëlys André,35.0,Recette,Paiement client
2025-10-22 10:25:00,CB - Alice Simon,25.0,Recette,Paiement client
2025-10-22 12:05:00,CB - Anaïs Francois,220.0,Recette,Paiement client
2025-10-22 15:15:00,CB - Camille Mercier,280.0,Recette,Paiement client
2025-10-22 15:44:00,CB - Agathe Girard,50.0,Recette,Paiement client
2025-10-23 09:25:00,CB - Sarah Martin,75.0,Recette,Paiement client
2025-10-23 10:21:00,CB - Nina Lambert,110.0,Recette,Paiement client
2025-10-23 10:54:00,CB - Julie Martin,25.0,Recette,Paiement client
2025-10-24 09:50:00,CB - Manon Francois,130.0,Recette,Paiement client
2025-10-24 11:30:00,CB - Jade Durand,220.0,Recette,Paiement client
2025-10-25 10:25:00,CB - Elise Bonnet,75.0,Recette,Paiement client
2025-10-27 09:00:00,Achats consommables,-72.77,Charge,Consommables
2025-10-27 12:02:00,CB - Marine Robert,180.0,Recette,Paiement client
2025-10-27 13:45:00,CB - Camille Robert,90.0,Recette,Paiement client
2025-10-27 14:41:00,CB - Nina Lambert,120.0,Recette,Paiement client
2025-10-28 10:28:00,CB - Agathe Petit,120.0,Recette,Paiement client
2025-10-28 11:08:00,CB - Maëlys Morel,75.0,Recette,Paiement client
2025-10-28 11:28:00,CB - Julie Vincent,35.0,Recette,Paiement client
2025-10-28 12:15:00,CB - Pauline Lambert,100.0,Recette,Paiement client
2025-10-29 09:55:00,CB - Marine Roux,140.0,Recette,Paiement client
2025-10-29 10:20:00,CB - Charlotte Girard,50.0,Recette,Paiement client
2025-10-29 10:54:00,CB - Marine David,25.0,Recette,Paiement client
2025-10-30 09:35:00,CB - Nina Dupont,100.0,Recette,Paiement client
2025-10-30 10:10:00,CB - Julie Vincent,65.0,Recette,Paiement client
2025-10-30 11:20:00,CB - Inès Morel,150.0,Recette,Paiement client
2025-10-30 14:00:00,CB - Océane Legrand,120.0,Recette,Paiement client
2025-10-30 14:56:00,CB - Anaïs Dupont,110.0,Recette,Paiement client
2025-10-30 15:31:00,CB - Lina Francois,25.0,Recette,Paiement client
2025-10-31 10:00:00,CB - Margaux Robert,150.0,Recette,Paiement client
2025-10-31 11:04:00,CB - Amina Francois,130.0,Recette,Paiement client
2025-10-31 11:44:00,CB - Louise Bernard,90.0,Recette,Paiement client
2025-10-31 14:00:00,CB - Jade Mercier,120.0,Recette,Paiement client
2025-11-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2025-11-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2025-11-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2025-11-01 10:50:00,CB - Alice Dupont,130.0,Recette,Paiement client
2025-11-01 11:39:00,CB - Eva Simon,100.0,Recette,Paiement client
2025-11-01 12:55:00,CB - Julie Bernard,150.0,Recette,Paiement client
2025-11-01 13:25:00,CB - Chloé Dupont,65.0,Recette,Paiement client
2025-11-01 13:50:00,CB - Sarah Garcia,50.0,Recette,Paiement client
2025-11-01 14:10:00,CB - Maëlys Mercier,35.0,Recette,Paiement client
2025-11-01 14:34:00,CB - Noémie Michel,35.0,Recette,Paiement client
2025-11-03 09:00:00,Achats consommables,-76.6,Charge,Consommables
2025-11-03 09:35:00,CB - Lucie Dupont,100.0,Recette,Paiement client
2025-11-03 11:19:00,CB - Sarah Bernard,220.0,Recette,Paiement client
2025-11-03 13:45:00,CB - Clara Francois,90.0,Recette,Paiement client
2025-11-03 14:50:00,CB - Hana Durand,120.0,Recette,Paiement client
2025-11-03 15:22:00,CB - Jade Lambert,50.0,Recette,Paiement client
2025-11-03 16:19:00,CB - Julie Bertrand,110.0,Recette,Paiement client
2025-11-03 17:07:00,CB - Camille Bonnet,100.0,Recette,Paiement client
2025-11-03 17:34:00,CB - Clara André,50.0,Recette,Paiement client
2025-11-04 09:25:00,CB - Jade Morel,75.0,Recette,Paiement client
2025-11-04 10:54:00,CB - Alice Lefèvre,110.0,Recette,Paiement client
2025-11-04 11:15:00,CB - Manon Legrand,35.0,Recette,Paiement client
2025-11-04 11:40:00,CB - Lina Bonnet,25.0,Recette,Paiement client
2025-11-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2025-11-05 09:05:00,CB - Emma Dupont,25.0,Recette,Paiement client
2025-11-05 10:02:00,CB - Maëlys Roux,25.0,Recette,Paiement client
2025-11-05 11:13:00,CB - Marine Vincent,150.0,Recette,Paiement client
2025-11-05 14:45:00,CB - Julie Bernard,220.0,Recette,Paiement client
2025-11-06 09:15:00,CB - Chloé André,25.0,Recette,Paiement client
2025-11-06 10:26:00,CB - Jade Garcia,25.0,Recette,Paiement client
2025-11-07 09:15:00,CB - Margaux Petit,25.0,Recette,Paiement client
2025-11-07 10:48:00,CB - Pauline Roux,180.0,Recette,Paiement client
2025-11-07 12:14:00,CB - Lina Petit,180.0,Recette,Paiement client
2025-11-07 13:55:00,CB - Manon Roux,110.0,Recette,Paiement client
2025-11-07 16:09:00,CB - Inès Robert,280.0,Recette,Paiement client
2025-11-07 17:02:00,CB - Agathe Martin,100.0,Recette,Paiement client
2025-11-07 17:34:00,CB - Amina Vincent,25.0,Recette,Paiement client
2025-11-08 10:20:00,CB - Agathe Lefèvre,65.0,Recette,Paiement client
2025-11-08 11:52:00,CB - Margaux Dubois,75.0,Recette,Paiement client
2025-11-10 09:00:00,Achats consommables,-75.29,Charge,Consommables
2025-11-10 09:00:00,Électricité,-120.0,Charge,Énergie
2025-11-10 09:25:00,CB - Agathe Thomas,75.0,Recette,Paiement client
2025-11-10 10:24:00,CB - Alice Mercier,110.0,Recette,Paiement client
2025-11-10 11:48:00,CB - Marine Roux,150.0,Recette,Paiement client
2025-11-10 14:10:00,CB - Julie Robert,140.0,Recette,Paiement client
2025-11-10 16:00:00,CB - Maya Roux,100.0,Recette,Paiement client
2025-11-10 16:57:00,CB - Louise Vincent,110.0,Recette,Paiement client
2025-11-11 09:15:00,CB - Amina Renaud,50.0,Recette,Paiement client
2025-11-11 09:50:00,CB - Maya Francois,25.0,Recette,Paiement client
2025-11-11 10:21:00,CB - Manon Lefèvre,25.0,Recette,Paiement client
2025-11-11 10:46:00,CB - Sarah Garcia,25.0,Recette,Paiement client
2025-11-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2025-11-13 09:30:00,CB - Inès Robert,90.0,Recette,Paiement client
2025-11-13 10:15:00,CB - Jade Bertrand,75.0,Recette,Paiement client
2025-11-14 09:40:00,CB - Agathe Legrand,110.0,Recette,Paiement client
2025-11-14 10:08:00,CB - Marine Dubois,25.0,Recette,Paiement client
2025-11-14 11:04:00,CB - Camille Dupont,110.0,Recette,Paiement client
2025-11-14 15:15:00,CB - Camille Mercier,280.0,Recette,Paiement client
2025-11-14 15:41:00,CB - Maya Durand,25.0,Recette,Paiement client
2025-11-15 10:15:00,CB - Jade Petit,50.0,Recette,Paiement client
2025-11-17 09:00:00,Achats consommables,-73.9,Charge,Consommables
2025-11-17 10:15:00,CB - Anaïs Francois,180.0,Recette,Paiement client
2025-11-17 11:21:00,CB - Manon Francois,130.0,Recette,Paiement client
2025-11-17 11:51:00,CB - Agathe Michel,65.0,Recette,Paiement client
2025-11-17 12:20:00,CB - Margaux Legrand,35.0,Recette,Paiement client
2025-11-17 13:30:00,CB - Lina Roux,50.0,Recette,Paiement client
2025-11-17 14:55:00,CB - Jade Durand,180.0,Recette,Paiement client
2025-11-17 16:40:00,CB - Agathe Richard,90.0,Recette,Paiement client
2025-11-17 17:51:00,CB - Pauline Lambert,140.0,Recette,Paiement client
2025-11-17 18:41:00,CB - Maya Richard,110.0,Recette,Paiement client
2025-11-18 10:00:00,CB - Louise David,150.0,Recette,Paiement client
2025-11-18 10:52:00,CB - Nina Lambert,100.0,Recette,Paiement client
2025-11-18 14:30:00,CB - Amina Thomas,180.0,Recette,Paiement client
2025-11-18 14:55:00,CB - Emma Simon,50.0,Recette,Paiement client
2025-11-18 16:14:00,CB - Océane Laurent,25.0,Recette,Paiement client
2025-11-18 16:44:00,CB - Agathe Leroy,50.0,Recette,Paiement client
2025-11-19 09:45:00,CB - Anaïs Robert,120.0,Recette,Paiement client
2025-11-19 10:34:00,CB - Clara Lambert,90.0,Recette,Paiement client
2025-11-19 11:21:00,CB - Elise André,100.0,Recette,Paiement client
2025-11-19 12:18:00,CB - Louise Durand,110.0,Recette,Paiement client
2025-11-19 13:30:00,CB - Alice Simon,25.0,Recette,Paiement client
2025-11-20 09:30:00,CB - Eva Robert,90.0,Recette,Paiement client
2025-11-20 10:32:00,CB - Alice André,130.0,Recette,Paiement client
2025-11-20 11:28:00,CB - Agathe Petit,110.0,Recette,Paiement client
2025-11-21 10:14:00,CB - Noémie Morel,120.0,Recette,Paiement client
2025-11-21 11:09:00,CB - Charlotte André,120.0,Recette,Paiement client
2025-11-22 11:00:00,CB - Inès Morel,150.0,Recette,Paiement client
2025-11-22 11:37:00,CB - Lucie Renaud,65.0,Recette,Paiement client
2025-11-24 09:00:00,Achats consommables,-70.29,Charge,Consommables
2025-11-24 09:30:00,CB - Agathe Girard,90.0,Recette,Paiement client
2025-11-24 10:30:00,CB - Louise Bernard,110.0,Recette,Paiement client
2025-11-24 11:12:00,CB - Sarah Martin,90.0,Recette,Paiement client
2025-11-24 12:20:00,CB - Marine Robert,140.0,Recette,Paiement client
2025-11-25 09:35:00,CB - Margaux Bertrand,100.0,Recette,Paiement client
2025-11-25 11:02:00,CB - Pauline Roux,180.0,Recette,Paiement client
2025-11-25 12:15:00,CB - Nina Lambert,150.0,Recette,Paiement client
2025-11-25 14:30:00,CB - Margaux Robert,180.0,Recette,Paiement client
2025-11-25 15:41:00,CB - Marine Roux,130.0,Recette,Paiement client
2025-11-26 09:20:00,CB - Pauline Bertrand,65.0,Recette,Paiement client
2025-11-26 10:13:00,CB - Emma Leroy,110.0,Recette,Paiement client
2025-11-26 10:34:00,CB - Zoé Robert,35.0,Recette,Paiement client
2025-11-26 11:15:00,CB - Emma Martin,90.0,Recette,Paiement client
2025-11-26 12:09:00,CB - Julie Bertrand,100.0,Recette,Paiement client
2025-11-26 13:30:00,CB - Eva Thomas,50.0,Recette,Paiement client
2025-11-26 15:09:00,CB - Pauline Francois,120.0,Recette,Paiement client
2025-11-26 15:44:00,CB - Camille Dupont,65.0,Recette,Paiement client
2025-11-26 16:14:00,CB - Anaïs Thomas,50.0,Recette,Paiement client
2025-11-26 17:57:00,CB - Alice Simon,220.0,Recette,Paiement client
2025-11-27 09:35:00,CB - Louise Bertrand,100.0,Recette,Paiement client
2025-11-27 10:51:00,CB - Julie Martin,150.0,Recette,Paiement client
2025-11-27 11:26:00,CB - Emma Bertrand,75.0,Recette,Paiement client
2025-11-28 09:50:00,CB - Marine Vincent,130.0,Recette,Paiement client
2025-11-28 10:59:00,CB - Amina Francois,130.0,Recette,Paiement client
2025-11-28 11:31:00,CB - Chloé Durand,25.0,Recette,Paiement client
2025-11-29 10:15:00,CB - Anaïs David,50.0,Recette,Paiement client
2025-12-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2025-12-01 09:00:00,Achats consommables,-88.63,Charge,Consommables
2025-12-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2025-12-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2025-12-01 09:30:00,CB - Jade Mercier,90.0,Recette,Paiement client
2025-12-01 11:06:00,CB - Lina Petit,180.0,Recette,Paiement client
2025-12-01 12:15:00,CB - Pauline Roux,140.0,Recette,Paiement client
2025-12-01 14:45:00,CB - Julie Bernard,220.0,Recette,Paiement client
2025-12-01 15:35:00,CB - Julie Vincent,90.0,Recette,Paiement client
2025-12-01 16:19:00,CB - Camille Bonnet,90.0,Recette,Paiement client
2025-12-02 09:30:00,CB - Océane Legrand,90.0,Recette,Paiement client
2025-12-02 11:09:00,CB - Sarah Bernard,180.0,Recette,Paiement client
2025-12-02 11:41:00,CB - Emma Roux,50.0,Recette,Paiement client
2025-12-02 14:45:00,CB - Inès Robert,220.0,Recette,Paiement client
2025-12-03 09:45:00,CB - Margaux Mercier,120.0,Recette,Paiement client
2025-12-03 10:15:00,CB - Sarah Garcia,50.0,Recette,Paiement client
2025-12-03 10:52:00,CB - Camille Robert,75.0,Recette,Paiement client
2025-12-03 11:28:00,CB - Maya Bertrand,25.0,Recette,Paiement client
2025-12-03 14:15:00,CB - Marine David,150.0,Recette,Paiement client
2025-12-04 11:00:00,CB - Lina Francois,280.0,Recette,Paiement client
2025-12-04 12:05:00,CB - Marine Roux,130.0,Recette,Paiement client
2025-12-04 13:55:00,CB - Hana Durand,110.0,Recette,Paiement client
2025-12-04 14:46:00,CB - Pauline Lambert,90.0,Recette,Paiement client
2025-12-04 15:34:00,CB - Alice Mercier,100.0,Recette,Paiement client
2025-12-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2025-12-06 10:15:00,CB - Manon Lefèvre,25.0,Recette,Paiement client
2025-12-06 11:00:00,CB - Anaïs Dupont,75.0,Recette,Paiement client
2025-12-06 11:39:00,CB - Maëlys Morel,65.0,Recette,Paiement client
2025-12-06 12:18:00,CB - Alice Dupont,75.0,Recette,Paiement client
2025-12-06 13:02:00,CB - Nina Dupont,75.0,Recette,Paiement client
2025-12-06 13:20:00,CB - Pauline Petit,25.0,Recette,Paiement client
2025-12-08 09:00:00,Achats consommables,-88.49,Charge,Consommables
2025-12-08 09:45:00,CB - Julie Robert,120.0,Recette,Paiement client
2025-12-08 10:31:00,CB - Maya Roux,90.0,Recette,Paiement client
2025-12-08 11:49:00,CB - Lucie Dupont,75.0,Recette,Paiement client
2025-12-08 13:30:00,CB - Sarah David,25.0,Recette,Paiement client
2025-12-08 14:00:00,CB - Maëlys Mercier,50.0,Recette,Paiement client
2025-12-08 14:41:00,CB - Eva Simon,90.0,Recette,Paiement client
2025-12-09 09:10:00,CB - Julie Vincent,35.0,Recette,Paiement client
2025-12-09 09:36:00,CB - Camille David,35.0,Recette,Paiement client
2025-12-09 10:26:00,CB - Zoé Roux,110.0,Recette,Paiement client
2025-12-09 12:08:00,CB - Camille Mercier,220.0,Recette,Paiement client
2025-12-09 14:25:00,CB - Manon Roux,100.0,Recette,Paiement client
2025-12-09 15:18:00,CB - Emma Bertrand,100.0,Recette,Paiement client
